id,description,name,material,finish,size,price,price_unit,design_types,applications,quantity_per_box,area_per_box,area_unit,faces,origin,laying_patterns,product_url,image_url,last_updated,image_path
dr-matte-coquina-sand-ivory,DR Matte Coquina Sand Ivory is a glazed vitrified tiles tile with cement design It features a matte finish in 600x1200 mm size,DR Matte Coquina Sand Ivory,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Cement,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,1,India,-,https://orientbell.com/dr-matte-coquina-sand-ivory,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_coquina_sand_ivory_f3.jpg,2025-01-02 23:59:38,../Backend/images_final/dr_matte_coquina_sand_ivory.jpg
dr-matte-classic-travertine-golden,DR Matte Classic Travertine Golden is a glazed vitrified tiles tile with travertine marble design It features a matte finish in 600x1200 mm size,DR Matte Classic Travertine Golden,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Travertine Marble,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,1,India,-,https://orientbell.com/dr-matte-classic-travertine-golden,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_classic_travertine_golden_f1.jpg,2025-01-02 23:59:49,../Backend/images_final/dr_matte_classic_travertine_golden.jpg
dr-linea-statuario-gold-vein,"DR Linea Statuario Gold Vein is a glazed vitrified tiles tile with texture , stylized design It features a matte finish in 600x1200 mm size",DR Linea Statuario Gold Vein,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,"Texture, Stylized","Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,1,India,-,https://orientbell.com/dr-linea-statuario-gold-vein,https://images.orientbell.com/media/catalog/product/d/r/dr_linea_statuario_gold_vein_f2.jpg,2025-01-02 23:59:59,../Backend/images_final/dr_linea_statuario_gold_vein.jpg
dr-linea-decor-travertine-moroccan,"DR Linea Decor Travertine Moroccan is a glazed vitrified tiles tile with texture , stylized design It features a matte finish in 600x1200 mm size",DR Linea Decor Travertine Moroccan,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,"Texture, Stylized","Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-linea-decor-travertine-moroccan,https://images.orientbell.com/media/catalog/product/d/r/dr_linea_decor_travertine_moroccan.jpg,2025-01-03 00:00:25,../Backend/images_final/dr_linea_decor_travertine_moroccan.jpg
dr-rustica-foggy-smoke,DR Rustica Foggy Smoke is a glazed vitrified tiles tile with texture design It features a matte finish in 600x1200 mm size,DR Rustica Foggy Smoke,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Texture,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-rustica-foggy-smoke,https://images.orientbell.com/media/catalog/product/d/r/dr_rustica_foggy_smoke_f1.jpg,2025-01-03 00:00:34,../Backend/images_final/dr_rustica_foggy_smoke.jpg
dr-rustica-decor-cloudy-moroccan-art,DR Rustica Decor Cloudy Moroccan Art is a glazed vitrified tiles tile with moroccan design It features a matte finish in 600x1200 mm size,DR Rustica Decor Cloudy Moroccan Art,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Moroccan,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-rustica-decor-cloudy-moroccan-art,https://images.orientbell.com/media/catalog/product/d/r/dr_rustica_decor_cloudy_moroccan_art.jpg,2025-01-03 00:00:43,../Backend/images_final/dr_rustica_decor_cloudy_moroccan_art.jpg
dr-rustica-natural-stone-cotto,DR Rustica Natural Stone Cotto is a glazed vitrified tiles tile with texture design It features a matte finish in 600x1200 mm size,DR Rustica Natural Stone Cotto,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Texture,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-rustica-natural-stone-cotto,https://images.orientbell.com/media/catalog/product/d/r/dr_rustica_natural_stone_cotto_f1.jpg,2025-01-03 00:00:53,../Backend/images_final/dr_rustica_natural_stone_cotto.jpg
dr-natural-rotowood-beige,DR Natural Rotowood Beige is a glazed vitrified tiles tile with wooden design It features a matte finish in 600x1200 mm size,DR Natural Rotowood Beige,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Wooden,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-natural-rotowood-beige,https://images.orientbell.com/media/catalog/product/d/r/dr_natural_rottowood_beige_f1.jpg,2025-01-03 00:01:07,../Backend/images_final/dr_natural_rotowood_beige.jpg
dr-natural-rotowood-copper,DR Natural Rotowood Copper is a glazed vitrified tiles tile with wooden design It features a matte finish in 600x1200 mm size,DR Natural Rotowood Copper,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Wooden,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-natural-rotowood-copper,https://images.orientbell.com/media/catalog/product/d/r/dr_natural_rotowood_copper_f1.jpg,2025-01-03 00:01:25,../Backend/images_final/dr_natural_rotowood_copper.jpg
dr-natural-rotowood-creama,DR Natural Rotowood Creama is a glazed vitrified tiles tile with wooden design It features a matte finish in 600x1200 mm size,DR Natural Rotowood Creama,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Wooden,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-natural-rotowood-creama,https://images.orientbell.com/media/catalog/product/d/r/dr_natural_rottowood_creama_f1.jpg,2025-01-03 00:01:36,../Backend/images_final/dr_natural_rotowood_creama.jpg
dr-natural-rotowood-silver,DR Natural Rotowood Silver is a glazed vitrified tiles tile with wooden design It features a matte finish in 600x1200 mm size,DR Natural Rotowood Silver,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Wooden,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-natural-rotowood-silver,https://images.orientbell.com/media/catalog/product/d/r/dr_natural_rottowood_silver_f1.jpg,2025-01-03 00:01:45,../Backend/images_final/dr_natural_rotowood_silver.jpg
dr-matte-breccia-blue-gold-vein,DR Matte Breccia Blue Gold Vein is a glazed vitrified tiles tile with marble design It features a matte finish in 600x1200 mm size,DR Matte Breccia Blue Gold Vein,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Marble,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-matte-breccia-blue-gold-vein,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_breccia_blue_gold_vein_f1.jpg,2025-01-03 00:01:55,../Backend/images_final/dr_matte_breccia_blue_gold_vein.jpg
dr-matte-antique-riano-blue-lt,DR Matte Antique Riano Blue LT is a glazed vitrified tiles tile with marble design It features a matte finish in 600x1200 mm size,DR Matte Antique Riano Blue LT,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Marble,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-matte-antique-riano-blue-lt,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_antique_riano_blue_lt_f1_copy.jpg,2025-01-03 00:02:04,../Backend/images_final/dr_matte_antique_riano_blue_lt.jpg
dr-matte-amazonite-aqua-marble,DR Matte Amazonite Aqua Marble is a glazed vitrified tiles tile with marble design It features a matte finish in 600x1200 mm size,DR Matte Amazonite Aqua Marble,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Marble,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-matte-amazonite-aqua-marble,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_amazonite_aqua_marble_f1-2_copy.jpg,2025-01-03 00:02:28,../Backend/images_final/dr_matte_amazonite_aqua_marble.jpg
dr-matte-endless-canova-statuario,DR Matte Endless Canova Statuario is a glazed vitrified tiles tile with marble design It features a matte finish in 600x1200 mm size,DR Matte Endless Canova Statuario,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Marble,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,4,India,-,https://orientbell.com/dr-matte-endless-canova-statuario,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_endless_canova_statuario_f1.jpg,2025-01-03 00:02:35,../Backend/images_final/dr_matte_endless_canova_statuario.jpg
dr-matte-statuario-marmi-marble,DR Matte Statuario Marmi Marble is a glazed vitrified tiles tile with marble design It features a matte finish in 600x1200 mm size,DR Matte Statuario Marmi Marble,Glazed Vitrified Tiles,Matte Finish,600x1200 mm,126.0,sq.ft,Marble,"Bathroom, Living Room, Kitchen, Bedroom, Accent, Hospital, High Traffic, Bar/Restaurant, Commercial/Office, School & Colleges",2,1.44,sq Decimeter,1,India,-,https://orientbell.com/dr-matte-statuario-marmi-marble,https://images.orientbell.com/media/catalog/product/d/r/dr_matte_statuario_marmi_marble_f1.jpg,2025-01-03 00:02:44,../Backend/images_final/dr_matte_statuario_marmi_marble.jpg
step-sahara-off-white,Step Sahara Off White is a full body vitrified tiles tile with cement design It features a matte finish in 300x1200 mm size,Step Sahara Off White,Full Body Vitrified Tiles,Matte Finish,300x1200 mm,185.0,sq.ft,Cement,Step Stairs,4,1.44,sq Decimeter,1,India,-,https://orientbell.com/step-sahara-off-white,https://images.orientbell.com/media/catalog/product/s/t/step_sahara_off_white.jpg,2025-01-03 00:02:52,../Backend/images_final/step_sahara_off_white.jpg
step-sahara-ash,Step Sahara Ash is a full body vitrified tiles tile with cement design It features a matte finish in 300x1200 mm size,Step Sahara Ash,Full Body Vitrified Tiles,Matte Finish,300x1200 mm,173.0,sq.ft,Cement,Step Stairs,4,1.44,sq Decimeter,1,India,-,https://orientbell.com/step-sahara-ash,https://images.orientbell.com/media/catalog/product/s/t/step_sahara_ash.jpg,2025-01-03 00:03:04,../Backend/images_final/step_sahara_ash.jpg
step-sahara-choco,Step Sahara Choco is a full body vitrified tiles tile with cement design It features a matte finish in 300x1200 mm size,Step Sahara Choco,Full Body Vitrified Tiles,Matte Finish,300x1200 mm,185.0,sq.ft,Cement,Step Stairs,4,1.44,sq Decimeter,1,India,-,https://orientbell.com/step-sahara-choco,https://images.orientbell.com/media/catalog/product/s/t/step_sahara_choco.jpg,2025-01-03 00:03:12,../Backend/images_final/step_sahara_choco.jpg
step-sahara-dove-grey,Step Sahara Dove Grey is a full body vitrified tiles tile with cement design It features a matte finish in 300x1200 mm size,Step Sahara Dove Grey,Full Body Vitrified Tiles,Matte Finish,300x1200 mm,173.0,sq.ft,Cement,Step Stairs,4,1.44,sq Decimeter,1,India,-,https://orientbell.com/step-sahara-dove-grey,https://images.orientbell.com/media/catalog/product/s/t/step_sahara_dove_grey.jpg,2025-01-03 00:03:29,../Backend/images_final/step_sahara_dove_grey.jpg
step-sahara-grainy-choco,Step Sahara Grainy Choco is a full body vitrified tiles tile with cement design It features a matte finish in 300x1200 mm size,Step Sahara Grainy Choco,Full Body Vitrified Tiles,Matte Finish,300x1200 mm,173.0,sq.ft,Cement,Step Stairs,4,1.44,sq Decimeter,1,India,-,https://orientbell.com/step-sahara-grainy-choco,https://images.orientbell.com/media/catalog/product/s/t/step_sahara_grainy_choco.jpg,2025-01-03 00:03:39,../Backend/images_final/step_sahara_grainy_choco.jpg
step-sahara-golden,Step Sahara Golden is a full body vitrified tiles tile with cement design It features a matte finish in 300x1200 mm size,Step Sahara Golden,Full Body Vitrified Tiles,Matte Finish,300x1200 mm,173.0,sq.ft,Cement,Step Stairs,4,1.44,sq Decimeter,1,India,-,https://orientbell.com/step-sahara-golden,https://images.orientbell.com/media/catalog/product/s/t/step_sahara_golden.jpg,2025-01-03 00:03:48,../Backend/images_final/step_sahara_golden.jpg
hrp-gravel-multi,HRP Gravel Multi is a pavers tile with texture design It features a matte finish in 400x400 mm size,HRP Gravel Multi,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Texture,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-gravel-multi,https://images.orientbell.com/media/catalog/product/h/r/hrp_gravel_multi.jpg,2025-01-03 00:03:57,../Backend/images_final/hrp_gravel_multi.jpg
hrp-brown-diagonals-wood,HRP Brown Diagonals Wood is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Brown Diagonals Wood,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-brown-diagonals-wood,https://images.orientbell.com/media/catalog/product/h/r/hrp_brown_diagonals_wood.jpg,2025-01-03 00:04:06,../Backend/images_final/hrp_brown_diagonals_wood.jpg
hrp-brown-x-frame,HRP Brown X Frame is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Brown X Frame,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-brown-x-frame,https://images.orientbell.com/media/catalog/product/h/r/hrp_brown_x_frame.jpg,2025-01-03 00:04:15,../Backend/images_final/hrp_brown_x_frame.jpg
hrp-grey-octasquare,HRP Grey Octasquare is a pavers tile with texture design It features a matte finish in 400x400 mm size,HRP Grey Octasquare,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Texture,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-grey-octasquare,https://images.orientbell.com/media/catalog/product/h/r/hrp_grey_octasquare.jpg,2025-01-03 00:04:36,../Backend/images_final/hrp_grey_octasquare.jpg
hrp-grey-x-frame,HRP Grey X Frame is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Grey X Frame,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-grey-x-frame,https://images.orientbell.com/media/catalog/product/h/r/hrp_grey_x_frame.jpg,2025-01-03 00:04:52,../Backend/images_final/hrp_grey_x_frame.jpg
hrp-white-hexagon,HRP White Hexagon is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP White Hexagon,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-white-hexagon,https://images.orientbell.com/media/catalog/product/h/r/hrp_white_hexagon.jpg,2025-01-03 00:04:59,../Backend/images_final/hrp_white_hexagon.jpg
hrp-beige-hexagon-wood,HRP Beige Hexagon Wood is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Beige Hexagon Wood,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,0,India,-,https://orientbell.com/hrp-beige-hexagon-wood,https://images.orientbell.com/media/catalog/product/h/r/hrp_beige_hexagon_wood.jpg,2025-01-03 00:05:13,../Backend/images_final/hrp_beige_hexagon_wood.jpg
hrp-charcoal-hexagon-stone,HRP Charcoal Hexagon Stone is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Charcoal Hexagon Stone,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-charcoal-hexagon-stone,https://images.orientbell.com/media/catalog/product/h/r/hrp_charcoal_hexagon_stone.jpg,2025-01-03 00:06:24,../Backend/images_final/hrp_charcoal_hexagon_stone.jpg
hrp-grey-multi-hexagon-stone,HRP Grey Multi Hexagon Stone is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Grey Multi Hexagon Stone,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-grey-multi-hexagon-stone,https://images.orientbell.com/media/catalog/product/h/r/hrp_grey_multi_hexagon_stone.jpg,2025-01-03 00:06:42,../Backend/images_final/hrp_grey_multi_hexagon_stone.jpg
hrp-cotto-hexagon-stone,HRP Cotto Hexagon Stone is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Cotto Hexagon Stone,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-cotto-hexagon-stone,https://images.orientbell.com/media/catalog/product/h/r/hrp_cotto_hexagon_stone.jpg,2025-01-03 00:06:51,../Backend/images_final/hrp_cotto_hexagon_stone.jpg
hrp-cotto-x-frame,HRP Cotto X Frame is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Cotto X Frame,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-cotto-x-frame,https://images.orientbell.com/media/catalog/product/h/r/hrp_cotto_x_frame.jpg,2025-01-03 00:07:04,../Backend/images_final/hrp_cotto_x_frame.jpg
hrp-beige-multi-hexagon-stone,HRP Beige Multi Hexagon Stone is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Beige Multi Hexagon Stone,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-beige-multi-hexagon-stone,https://images.orientbell.com/media/catalog/product/h/r/hrp_beige_multi_hexagon_stone.jpg,2025-01-03 00:07:15,../Backend/images_final/hrp_beige_multi_hexagon_stone.jpg
hrp-ash-sand,HRP Ash Sand is a pavers tile with texture design It features a matte finish in 400x400 mm size,HRP Ash Sand,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Texture,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-ash-sand,https://images.orientbell.com/media/catalog/product/h/r/hrp_ash_sand.jpg,2025-01-03 00:07:24,../Backend/images_final/hrp_ash_sand.jpg
hrp-peanut-sand,HRP Peanut Sand is a pavers tile with texture design It features a matte finish in 400x400 mm size,HRP Peanut Sand,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Texture,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-peanut-sand,https://images.orientbell.com/media/catalog/product/h/r/hrp_peanut_sand.jpg,2025-01-03 00:07:34,../Backend/images_final/hrp_peanut_sand.jpg
hrp-choco-sand,HRP Choco Sand is a pavers tile with texture design It features a matte finish in 400x400 mm size,HRP Choco Sand,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Texture,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-choco-sand,https://images.orientbell.com/media/catalog/product/h/r/hrp_choco_sand.jpg,2025-01-03 00:07:43,../Backend/images_final/hrp_choco_sand.jpg
hrp-taupe-octasquare,HRP Taupe Octasquare is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Taupe Octasquare,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-taupe-octasquare,https://images.orientbell.com/media/catalog/product/h/r/hrp_taupe_octasquare.jpg,2025-01-03 00:07:52,../Backend/images_final/hrp_taupe_octasquare.jpg
hrp-beige-brown-octasquare,HRP Beige Brown Octasquare is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Beige Brown Octasquare,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-beige-brown-octasquare,https://images.orientbell.com/media/catalog/product/h/r/hrp_beige_brown_octasquare.jpg,2025-01-03 00:08:01,../Backend/images_final/hrp_beige_brown_octasquare.jpg
hrp-multi-octasquare,HRP Multi Octasquare is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Multi Octasquare,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-multi-octasquare,https://images.orientbell.com/media/catalog/product/h/r/hrp_multi_octasquare.jpg,2025-01-03 00:08:11,../Backend/images_final/hrp_multi_octasquare.jpg
hrp-grey-beige-x-frame,HRP Grey Beige X Frame is a pavers tile with geometric design It features a matte finish in 400x400 mm size,HRP Grey Beige X Frame,Pavers,Matte Finish,400x400 mm,88.0,sq.ft,Geometric,"Balcony, Parking, Terrace, Pathway, High Traffic, Commercial/Office, Outdoor Area",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/hrp-grey-beige-x-frame,https://images.orientbell.com/media/catalog/product/h/r/hrp_grey_beige_x_frame.jpg,2025-01-03 00:08:28,../Backend/images_final/hrp_grey_beige_x_frame.jpg
odg-white-herringbone,ODG White Herringbone is a ceramic tile with herringbone design It features a glossy finish in 300x450 mm size,ODG White Herringbone,Ceramic,Glossy Finish,300x450 mm,70.0,sq.ft,Herringbone,"Bathroom, Kitchen",6,81.0,sq Decimeter,1,India,-,https://orientbell.com/odg-white-herringbones,https://images.orientbell.com/media/catalog/product/o/d/odg_white_herringbone_1.jpg,2025-01-03 00:18:23,../Backend/images_final/odg_white_herringbone.jpg
tl-sunrise-sandy,TL Sunrise Sandy is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Sunrise Sandy,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-sunrise-sandy,https://images.orientbell.com/media/catalog/product/t/l/tl_sunrise_sandy_f1.jpg,2025-01-03 00:08:46,../Backend/images_final/tl_sunrise_sandy.jpg
tl-bronze-frames-sandy,TL Bronze Frames Sandy is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Bronze Frames Sandy,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-bronze-frames-sandy,https://images.orientbell.com/media/catalog/product/t/l/tl_bronze_frames_sandy.jpg,2025-01-03 00:09:03,../Backend/images_final/tl_bronze_frames_sandy.jpg
tl-bronze-sandy,TL Bronze Sandy is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Bronze Sandy,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,4,India,-,https://orientbell.com/tl-bronze-sandy,https://images.orientbell.com/media/catalog/product/t/l/tl_bronze_sandy_f1.jpg,2025-01-03 00:09:21,../Backend/images_final/tl_bronze_sandy.jpg
tl-bronze-hexa-brick,TL Bronze Hexa Brick is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Bronze Hexa Brick,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-bronze-hexa-brick,https://images.orientbell.com/media/catalog/product/t/l/tl_bronze_hexa_brick_.jpg,2025-01-03 00:09:30,../Backend/images_final/tl_bronze_hexa_brick.jpg
tl-bronze-hexa-brick-floral,TL Bronze Hexa Brick Floral is a ceramic tile with stylized design It features a matte finish in 400x400 mm size,TL Bronze Hexa Brick Floral,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Stylized,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-bronze-hexa-brick-floral,https://images.orientbell.com/media/catalog/product/t/l/tl_bronze_hexa_brick_floral.jpg,2025-01-03 00:09:46,../Backend/images_final/tl_bronze_hexa_brick_floral.jpg
tl-creama-terrazzo,TL Creama Terrazzo is a ceramic tile with granite design It features a matte finish in 400x400 mm size,TL Creama Terrazzo,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Granite,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-creama-terrazzo,https://images.orientbell.com/media/catalog/product/t/l/tl_creama_terrazzo.jpg,2025-01-03 00:09:54,../Backend/images_final/tl_creama_terrazzo.jpg
tl-creama-earthen,TL Creama Earthen is a ceramic tile with cement design It features a matte finish in 400x400 mm size,TL Creama Earthen,Ceramic,Matte Finish,400x400 mm,94.0,sq.ft,Cement,"Balcony, Commercial, Swimming Pool, Outdoor, Terrace, Porch, Office, Pathway, Bar",5,80.0,sq Decimeter,1,India,-,https://orientbell.com/tl-creama-earthen,https://images.orientbell.com/media/catalog/product/t/l/tl_creama_earthen.jpg,2025-01-03 00:10:02,../Backend/images_final/tl_creama_earthen.jpg
